customer_sk,customer_id,first_name,last_name,email,residential_location,customer_segment
88950,CUST_88950,Adam,Dickson,adam.dickson@gmail.com,Tampa,High Value
88951,CUST_88951,Kelly,Jones,kelly.jones@yahoo.com,El Paso,High Value
88952,CUST_88952,Scott,Bowers,scott.bowers@outlook.com,Louisville,Churn Risk
88953,CUST_88953,Megan,Banks,megan.banks@yahoo.com,Tucson,Occasional Shopper
88954,CUST_88954,Evan,Diaz,evan.diaz@outlook.com,San Jose,Premium Shopper
88955,CUST_88955,Jennifer,Miller,jennifer.miller@gmail.com,Phoenix,Budget Shopper
88956,CUST_88956,Lisa,Cox,lisa.cox@gmail.com,Kansas City,Loyal Customer
88957,CUST_88957,Maria,Johnson,maria.johnson@outlook.com,Long Beach,Premium Shopper
88958,CUST_88958,Kyle,Castro,kyle.castro@yahoo.com,Oakland,First-time Buyer
88959,CUST_88959,Jessica,Barnett,jessica.barnett@yahoo.com,Fresno,Deal Seeker
88960,CUST_88960,Paul,Collins,paul.collins@yahoo.com,San Francisco,Online Shopper
88961,CUST_88961,Michele,Greene,michele.greene@yahoo.com,Colorado Springs,In-Store Regular
88962,CUST_88962,Tara,Burns,tara.burns@yahoo.com,Los Angeles,Online Shopper
88963,CUST_88963,Adam,Marshall,adam.marshall@gmail.com,Tucson,Budget Shopper
88964,CUST_88964,Shari,Turner,shari.turner@outlook.com,Washington,High Value
88965,CUST_88965,Gregory,Gonzales,gregory.gonzales@yahoo.com,El Paso,High Value
88966,CUST_88966,Maria,Santos,maria.santos@gmail.com,San Francisco,Premium Shopper
88967,CUST_88967,Crystal,Martin,crystal.martin@yahoo.com,Washington,Loyal Customer
88968,CUST_88968,Jennifer,Nelson,jennifer.nelson@gmail.com,Seattle,Online Shopper
88969,CUST_88969,Kelly,Morton,kelly.morton@outlook.com,Philadelphia,Churn Risk
88970,CUST_88970,Jason,Mcpherson,jason.mcpherson@yahoo.com,Dallas,Loyal Customer
88971,CUST_88971,Dylan,Cox,dylan.cox@yahoo.com,Washington,Deal Seeker
88972,CUST_88972,Jamie,Ford,jamie.ford@yahoo.com,Tucson,In-Store Regular
88973,CUST_88973,Laurie,Reyes,laurie.reyes@outlook.com,El Paso,Deal Seeker
88974,CUST_88974,William,Spears,william.spears@yahoo.com,Las Vegas,High Value
88975,CUST_88975,Carol,Perkins,carol.perkins@gmail.com,Dallas,Churn Risk
88976,CUST_88976,Jennifer,Perry,jennifer.perry@gmail.com,Indianapolis,Loyal Customer
88977,CUST_88977,Brian,Sanchez,brian.sanchez@outlook.com,Tampa,Occasional Shopper
88978,CUST_88978,Ryan,Hammond,ryan.hammond@gmail.com,Colorado Springs,In-Store Regular
88979,CUST_88979,Jon,Wallace,jon.wallace@yahoo.com,Detroit,In-Store Regular
88980,CUST_88980,Alexander,Johns,alexander.johns@outlook.com,San Antonio,Churn Risk
88981,CUST_88981,Amber,Le,amber.le@gmail.com,San Diego,Occasional Shopper
88982,CUST_88982,Jennifer,Blevins,jennifer.blevins@yahoo.com,Phoenix,Occasional Shopper
88983,CUST_88983,Jessica,Barron,jessica.barron@yahoo.com,Phoenix,Deal Seeker
88984,CUST_88984,Jeffery,Jones,jeffery.jones@yahoo.com,Detroit,Premium Shopper
88985,CUST_88985,Rachel,Delgado,rachel.delgado@gmail.com,Austin,Loyal Customer
88986,CUST_88986,Jasmin,Larsen,jasmin.larsen@yahoo.com,Dallas,High Value
88987,CUST_88987,Ricardo,Williams,ricardo.williams@yahoo.com,Portland,High Value
88988,CUST_88988,Kimberly,Shaffer,kimberly.shaffer@gmail.com,New York,Churn Risk
88989,CUST_88989,Jennifer,Lee,jennifer.lee@gmail.com,Colorado Springs,Churn Risk
88990,CUST_88990,Gabriela,White,gabriela.white@yahoo.com,Omaha,Loyal Customer
88991,CUST_88991,Elizabeth,Porter,elizabeth.porter@yahoo.com,Virginia Beach,First-time Buyer
88992,CUST_88992,Scott,Tran,scott.tran@outlook.com,Tucson,Occasional Shopper
88993,CUST_88993,Samantha,Reid,samantha.reid@outlook.com,San Francisco,Occasional Shopper
88994,CUST_88994,Vincent,Taylor,vincent.taylor@yahoo.com,San Antonio,Premium Shopper
88995,CUST_88995,Virginia,Coleman,virginia.coleman@yahoo.com,Oklahoma City,Churn Risk
88996,CUST_88996,Aimee,Williams,aimee.williams@outlook.com,Phoenix,Loyal Customer
88997,CUST_88997,Tiffany,Garcia,tiffany.garcia@outlook.com,San Antonio,Deal Seeker
88998,CUST_88998,Brenda,Johnson,brenda.johnson@yahoo.com,Virginia Beach,Budget Shopper
88999,CUST_88999,Kevin,Cole,kevin.cole@gmail.com,Phoenix,Loyal Customer
89000,CUST_89000,Brian,Proctor,brian.proctor@yahoo.com,Albuquerque,In-Store Regular
89001,CUST_89001,Lisa,Noble,lisa.noble@gmail.com,Miami,Occasional Shopper
89002,CUST_89002,Pamela,Griffin,pamela.griffin@gmail.com,Oklahoma City,Premium Shopper
89003,CUST_89003,Jamie,Dean,jamie.dean@gmail.com,Tulsa,Churn Risk
89004,CUST_89004,David,White,david.white@outlook.com,San Antonio,Churn Risk
89005,CUST_89005,Crystal,Walter,crystal.walter@yahoo.com,Long Beach,In-Store Regular
89006,CUST_89006,Kathy,Bennett,kathy.bennett@outlook.com,Fort Worth,High Value
89007,CUST_89007,Samuel,Hernandez,samuel.hernandez@outlook.com,Tucson,Budget Shopper
89008,CUST_89008,Joseph,Gutierrez,joseph.gutierrez@yahoo.com,Charlotte,Churn Risk
89009,CUST_89009,Brian,Richards,brian.richards@yahoo.com,Philadelphia,Occasional Shopper
89010,CUST_89010,Megan,Nicholson,megan.nicholson@outlook.com,Boston,First-time Buyer
89011,CUST_89011,Anthony,Perez,anthony.perez@gmail.com,Oakland,Loyal Customer
89012,CUST_89012,Jacqueline,Sims,jacqueline.sims@yahoo.com,Milwaukee,Occasional Shopper
89013,CUST_89013,Connie,Meyer,connie.meyer@gmail.com,Phoenix,Loyal Customer
89014,CUST_89014,Amy,Sanchez,amy.sanchez@outlook.com,Mesa,First-time Buyer
89015,CUST_89015,Kristine,Johnson,kristine.johnson@gmail.com,Arlington,In-Store Regular
89016,CUST_89016,Alexis,Carlson,alexis.carlson@gmail.com,Boston,Online Shopper
89017,CUST_89017,Rachel,Bond,rachel.bond@outlook.com,Colorado Springs,In-Store Regular
89018,CUST_89018,Jennifer,Jensen,jennifer.jensen@gmail.com,El Paso,Online Shopper
89019,CUST_89019,Ana,Collins,ana.collins@gmail.com,Oklahoma City,Loyal Customer
89020,CUST_89020,Jill,Hester,jill.hester@gmail.com,Baltimore,First-time Buyer
89021,CUST_89021,Joyce,Mathews,joyce.mathews@gmail.com,Dallas,Loyal Customer
89022,CUST_89022,Kevin,Middleton,kevin.middleton@yahoo.com,Washington,Premium Shopper
89023,CUST_89023,Erin,Newman,erin.newman@gmail.com,Nashville,High Value
89024,CUST_89024,Ann,Robinson,ann.robinson@gmail.com,Tampa,Deal Seeker
89025,CUST_89025,Timothy,Dunn,timothy.dunn@yahoo.com,Baltimore,In-Store Regular
89026,CUST_89026,Tara,Taylor,tara.taylor@yahoo.com,Seattle,Premium Shopper
89027,CUST_89027,Jacqueline,Joseph,jacqueline.joseph@outlook.com,Long Beach,Premium Shopper
89028,CUST_89028,Victoria,Sampson,victoria.sampson@outlook.com,Chicago,First-time Buyer
89029,CUST_89029,Debra,Simpson,debra.simpson@gmail.com,Memphis,High Value
89030,CUST_89030,Michael,Murray,michael.murray@gmail.com,Dallas,Churn Risk
89031,CUST_89031,Kelly,Blair,kelly.blair@gmail.com,Albuquerque,First-time Buyer
89032,CUST_89032,Kathy,Murphy,kathy.murphy@gmail.com,Nashville,High Value
89033,CUST_89033,Jordan,Diaz,jordan.diaz@yahoo.com,Atlanta,In-Store Regular
89034,CUST_89034,Emily,Ross,emily.ross@yahoo.com,Indianapolis,Premium Shopper
89035,CUST_89035,Joel,Mckinney,joel.mckinney@gmail.com,Washington,Online Shopper
89036,CUST_89036,Kara,Anthony,kara.anthony@gmail.com,Sacramento,First-time Buyer
89037,CUST_89037,Sara,Harmon,sara.harmon@outlook.com,Baltimore,Online Shopper
89038,CUST_89038,Judith,Ali,judith.ali@gmail.com,Fort Worth,First-time Buyer
89039,CUST_89039,Michael,Baker,michael.baker@gmail.com,Seattle,Budget Shopper
89040,CUST_89040,Elizabeth,Santos,elizabeth.santos@yahoo.com,San Francisco,First-time Buyer
89041,CUST_89041,Denise,Adkins,denise.adkins@yahoo.com,Albuquerque,Deal Seeker
89042,CUST_89042,William,Hampton,william.hampton@gmail.com,Detroit,Budget Shopper
89043,CUST_89043,William,Miller,william.miller@gmail.com,Philadelphia,Deal Seeker
89044,CUST_89044,James,Lara,james.lara@outlook.com,Milwaukee,Deal Seeker
89045,CUST_89045,Suzanne,Gill,suzanne.gill@outlook.com,Nashville,In-Store Regular
89046,CUST_89046,Lisa,Franklin,lisa.franklin@gmail.com,Washington,Online Shopper
89047,CUST_89047,Kristin,Stanley,kristin.stanley@yahoo.com,Oakland,High Value
89048,CUST_89048,Margaret,Garcia,margaret.garcia@yahoo.com,Mesa,Churn Risk
89049,CUST_89049,Alexander,Davis,alexander.davis@yahoo.com,Washington,Churn Risk
89050,CUST_89050,Angela,Barnes,angela.barnes@outlook.com,Albuquerque,Budget Shopper
89051,CUST_89051,Jose,Williams,jose.williams@yahoo.com,Sacramento,Budget Shopper
89052,CUST_89052,Tommy,Sanchez,tommy.sanchez@outlook.com,Nashville,Occasional Shopper
89053,CUST_89053,Patricia,Perez,patricia.perez@gmail.com,Columbus,Deal Seeker
89054,CUST_89054,Christopher,Rasmussen,christopher.rasmussen@gmail.com,New York,Churn Risk
89055,CUST_89055,Victoria,Woodward,victoria.woodward@outlook.com,San Francisco,Occasional Shopper
89056,CUST_89056,Erik,Howell,erik.howell@gmail.com,Philadelphia,Online Shopper
89057,CUST_89057,Victor,Johnson,victor.johnson@gmail.com,Baltimore,Churn Risk
89058,CUST_89058,Sophia,Anderson,sophia.anderson@yahoo.com,Arlington,Occasional Shopper
89059,CUST_89059,Pamela,Mcdonald,pamela.mcdonald@gmail.com,Charlotte,Budget Shopper
89060,CUST_89060,Stephanie,Myers,stephanie.myers@outlook.com,San Jose,Online Shopper
89061,CUST_89061,Ruth,West,ruth.west@yahoo.com,New York,Deal Seeker
89062,CUST_89062,Jose,Carter,jose.carter@gmail.com,Fresno,Premium Shopper
89063,CUST_89063,Christina,Foster,christina.foster@outlook.com,Austin,High Value
89064,CUST_89064,Evelyn,Esparza,evelyn.esparza@yahoo.com,Omaha,First-time Buyer
89065,CUST_89065,Dustin,Riddle,dustin.riddle@yahoo.com,Colorado Springs,Budget Shopper
89066,CUST_89066,Jason,Ritter,jason.ritter@gmail.com,Minneapolis,Churn Risk
89067,CUST_89067,Christine,Valenzuela,christine.valenzuela@outlook.com,Mesa,In-Store Regular
89068,CUST_89068,Allison,Johnson,allison.johnson@gmail.com,Louisville,Deal Seeker
89069,CUST_89069,Tanner,Foster,tanner.foster@outlook.com,Fort Worth,Online Shopper
89070,CUST_89070,Jennifer,Adams,jennifer.adams@gmail.com,Las Vegas,Occasional Shopper
89071,CUST_89071,David,Jordan,david.jordan@yahoo.com,Los Angeles,Deal Seeker
89072,CUST_89072,Pedro,Martinez,pedro.martinez@outlook.com,Philadelphia,Premium Shopper
89073,CUST_89073,Jake,Bradshaw,jake.bradshaw@outlook.com,Portland,Online Shopper
89074,CUST_89074,Vernon,Miller,vernon.miller@yahoo.com,Milwaukee,Budget Shopper
89075,CUST_89075,Alexis,Daniels,alexis.daniels@gmail.com,Louisville,Budget Shopper
89076,CUST_89076,Ann,Henry,ann.henry@outlook.com,Las Vegas,Churn Risk
89077,CUST_89077,Timothy,Powers,timothy.powers@gmail.com,Fort Worth,Online Shopper
89078,CUST_89078,Brian,Hayes,brian.hayes@gmail.com,Jacksonville,Loyal Customer
89079,CUST_89079,Samantha,Molina,samantha.molina@outlook.com,Washington,Deal Seeker
89080,CUST_89080,Michael,Jackson,michael.jackson@outlook.com,Charlotte,Budget Shopper
89081,CUST_89081,Alan,Snyder,alan.snyder@gmail.com,Baltimore,Premium Shopper
89082,CUST_89082,Emily,Johns,emily.johns@yahoo.com,Boston,Budget Shopper
89083,CUST_89083,Mathew,Clark,mathew.clark@gmail.com,Oklahoma City,Premium Shopper
89084,CUST_89084,Ray,Miller,ray.miller@outlook.com,Portland,High Value
89085,CUST_89085,Barry,Zimmerman,barry.zimmerman@outlook.com,Miami,Online Shopper
89086,CUST_89086,Gary,Krause,gary.krause@outlook.com,San Antonio,Budget Shopper
89087,CUST_89087,Aaron,Browning,aaron.browning@yahoo.com,Charlotte,Deal Seeker
89088,CUST_89088,Danielle,Wilson,danielle.wilson@yahoo.com,Denver,In-Store Regular
89089,CUST_89089,Kristina,Tate,kristina.tate@yahoo.com,Jacksonville,Premium Shopper
89090,CUST_89090,Jay,Wu,jay.wu@gmail.com,Long Beach,Deal Seeker
89091,CUST_89091,Vincent,Sanchez,vincent.sanchez@yahoo.com,Virginia Beach,Deal Seeker
89092,CUST_89092,Ronald,Randall,ronald.randall@yahoo.com,Columbus,Online Shopper
89093,CUST_89093,Kathleen,Hall,kathleen.hall@gmail.com,New Orleans,High Value
89094,CUST_89094,Tonya,Young,tonya.young@outlook.com,Tucson,Deal Seeker
89095,CUST_89095,Sarah,Jacobs,sarah.jacobs@gmail.com,Raleigh,In-Store Regular
89096,CUST_89096,David,Peck,david.peck@outlook.com,Columbus,Churn Risk
89097,CUST_89097,Jessica,Garza,jessica.garza@gmail.com,Fresno,Deal Seeker
89098,CUST_89098,Michael,Flores,michael.flores@outlook.com,Oakland,Loyal Customer
89099,CUST_89099,Jonathan,Johnson,jonathan.johnson@outlook.com,Atlanta,Loyal Customer
89100,CUST_89100,Evelyn,Gonzalez,evelyn.gonzalez@outlook.com,Omaha,Loyal Customer
89101,CUST_89101,Diane,Brown,diane.brown@yahoo.com,Memphis,Online Shopper
89102,CUST_89102,Bailey,Williams,bailey.williams@yahoo.com,Portland,High Value
89103,CUST_89103,Brittany,Cole,brittany.cole@gmail.com,San Jose,Budget Shopper
89104,CUST_89104,Daniel,Riggs,daniel.riggs@gmail.com,Baltimore,Deal Seeker
89105,CUST_89105,Angela,Patel,angela.patel@outlook.com,Milwaukee,Budget Shopper
89106,CUST_89106,Robert,Solis,robert.solis@gmail.com,Nashville,Churn Risk
89107,CUST_89107,David,Gonzalez,david.gonzalez@outlook.com,Miami,Loyal Customer
89108,CUST_89108,James,Lewis,james.lewis@gmail.com,Tampa,High Value
89109,CUST_89109,Mary,Cochran,mary.cochran@yahoo.com,Louisville,Occasional Shopper
89110,CUST_89110,Tracy,Wyatt,tracy.wyatt@outlook.com,Phoenix,Occasional Shopper
89111,CUST_89111,Jacqueline,Carter,jacqueline.carter@gmail.com,Colorado Springs,Churn Risk
89112,CUST_89112,Melody,Allen,melody.allen@outlook.com,Sacramento,Budget Shopper
89113,CUST_89113,Richard,Hood,richard.hood@outlook.com,Philadelphia,First-time Buyer
89114,CUST_89114,Jasmine,Morse,jasmine.morse@gmail.com,Raleigh,Churn Risk
89115,CUST_89115,Paul,Stevenson,paul.stevenson@outlook.com,Baltimore,First-time Buyer
89116,CUST_89116,Ryan,Ramirez,ryan.ramirez@gmail.com,Tulsa,In-Store Regular
89117,CUST_89117,Valerie,Hale,valerie.hale@gmail.com,El Paso,Loyal Customer
89118,CUST_89118,Stephanie,Lee,stephanie.lee@gmail.com,Dallas,First-time Buyer
89119,CUST_89119,Robert,Robinson,robert.robinson@outlook.com,Washington,Loyal Customer
89120,CUST_89120,Steven,Mason,steven.mason@outlook.com,San Francisco,Churn Risk
89121,CUST_89121,Jeffrey,Johnson,jeffrey.johnson@outlook.com,Milwaukee,Budget Shopper
89122,CUST_89122,Mathew,Young,mathew.young@outlook.com,Louisville,In-Store Regular
89123,CUST_89123,Craig,Russell,craig.russell@gmail.com,Las Vegas,In-Store Regular
89124,CUST_89124,Michele,Fields,michele.fields@gmail.com,Charlotte,Premium Shopper
89125,CUST_89125,Robert,Smith,robert.smith@yahoo.com,Tucson,Occasional Shopper
89126,CUST_89126,Micheal,Nguyen,micheal.nguyen@yahoo.com,Fort Worth,Churn Risk
89127,CUST_89127,Rachel,Stevens,rachel.stevens@outlook.com,Tucson,First-time Buyer
89128,CUST_89128,Ryan,Watts,ryan.watts@outlook.com,Portland,Occasional Shopper
89129,CUST_89129,Pedro,Peck,pedro.peck@gmail.com,Detroit,Loyal Customer
89130,CUST_89130,Robert,Lawson,robert.lawson@yahoo.com,Omaha,First-time Buyer
89131,CUST_89131,Bill,Clark,bill.clark@gmail.com,Columbus,Loyal Customer
89132,CUST_89132,Richard,Cox,richard.cox@outlook.com,Oklahoma City,Churn Risk
89133,CUST_89133,Stephanie,Wright,stephanie.wright@outlook.com,Virginia Beach,Premium Shopper
89134,CUST_89134,Daniel,Cook,daniel.cook@yahoo.com,Long Beach,Budget Shopper
89135,CUST_89135,Eric,Rivera,eric.rivera@outlook.com,Minneapolis,Loyal Customer
89136,CUST_89136,William,Herrera,william.herrera@gmail.com,Kansas City,Occasional Shopper
89137,CUST_89137,Gina,Richardson,gina.richardson@outlook.com,Indianapolis,In-Store Regular
89138,CUST_89138,Joanne,Marquez,joanne.marquez@outlook.com,Tampa,Premium Shopper
89139,CUST_89139,Francisco,Mccormick,francisco.mccormick@outlook.com,Miami,Loyal Customer
89140,CUST_89140,Mary,Torres,mary.torres@yahoo.com,Miami,High Value
89141,CUST_89141,Miguel,Oliver,miguel.oliver@outlook.com,Portland,Budget Shopper
89142,CUST_89142,Isabel,Reyes,isabel.reyes@yahoo.com,Omaha,High Value
89143,CUST_89143,Christopher,Jenkins,christopher.jenkins@outlook.com,Omaha,Occasional Shopper
89144,CUST_89144,Holly,James,holly.james@gmail.com,Milwaukee,Occasional Shopper
89145,CUST_89145,Edward,Castillo,edward.castillo@outlook.com,Phoenix,Deal Seeker
89146,CUST_89146,Robert,Hill,robert.hill@outlook.com,Albuquerque,Occasional Shopper
89147,CUST_89147,Brandon,Fisher,brandon.fisher@outlook.com,Washington,First-time Buyer
89148,CUST_89148,Ricardo,Jordan,ricardo.jordan@yahoo.com,Albuquerque,Premium Shopper
89149,CUST_89149,Herbert,Baker,herbert.baker@yahoo.com,Chicago,Churn Risk
89150,CUST_89150,Brandon,Torres,brandon.torres@outlook.com,Indianapolis,High Value
89151,CUST_89151,Luis,Solomon,luis.solomon@yahoo.com,Tucson,Churn Risk
89152,CUST_89152,Perry,Hendrix,perry.hendrix@yahoo.com,Mesa,First-time Buyer
89153,CUST_89153,Barry,Davis,barry.davis@gmail.com,Detroit,In-Store Regular
89154,CUST_89154,Melanie,Mcgee,melanie.mcgee@outlook.com,Portland,First-time Buyer
89155,CUST_89155,Darren,Carpenter,darren.carpenter@outlook.com,Washington,Premium Shopper
89156,CUST_89156,Kevin,Martin,kevin.martin@yahoo.com,Oklahoma City,Budget Shopper
89157,CUST_89157,William,Mcgee,william.mcgee@yahoo.com,Jacksonville,Churn Risk
89158,CUST_89158,Peter,Scott,peter.scott@yahoo.com,Long Beach,Deal Seeker
89159,CUST_89159,Drew,Young,drew.young@yahoo.com,Denver,Deal Seeker
89160,CUST_89160,Cathy,Campbell,cathy.campbell@outlook.com,Baltimore,Deal Seeker
89161,CUST_89161,Tracy,Richards,tracy.richards@outlook.com,Albuquerque,First-time Buyer
89162,CUST_89162,Jennifer,Finley,jennifer.finley@outlook.com,Minneapolis,Online Shopper
89163,CUST_89163,William,Mcguire,william.mcguire@outlook.com,San Francisco,Loyal Customer
89164,CUST_89164,Brandy,Powell,brandy.powell@yahoo.com,Washington,Deal Seeker
89165,CUST_89165,Christopher,Garza,christopher.garza@gmail.com,Columbus,Churn Risk
89166,CUST_89166,Hannah,Davis,hannah.davis@gmail.com,Dallas,Occasional Shopper
89167,CUST_89167,Rachel,Russo,rachel.russo@outlook.com,Memphis,High Value
89168,CUST_89168,Justin,Clark,justin.clark@outlook.com,Sacramento,Churn Risk
89169,CUST_89169,Becky,Stewart,becky.stewart@gmail.com,San Jose,High Value
89170,CUST_89170,Ralph,Kennedy,ralph.kennedy@gmail.com,Oklahoma City,Online Shopper
89171,CUST_89171,Elizabeth,Glenn,elizabeth.glenn@yahoo.com,Philadelphia,Loyal Customer
89172,CUST_89172,Tony,Maynard,tony.maynard@gmail.com,Jacksonville,High Value
89173,CUST_89173,David,Kerr,david.kerr@outlook.com,Sacramento,High Value
89174,CUST_89174,Bryan,Boyd,bryan.boyd@yahoo.com,Arlington,First-time Buyer
89175,CUST_89175,Mallory,Davis,mallory.davis@gmail.com,Fort Worth,Occasional Shopper
89176,CUST_89176,Tyler,James,tyler.james@outlook.com,Sacramento,Occasional Shopper
89177,CUST_89177,Wendy,Lawrence,wendy.lawrence@gmail.com,Portland,Occasional Shopper
89178,CUST_89178,Amber,Stafford,amber.stafford@gmail.com,Minneapolis,Deal Seeker
89179,CUST_89179,Jared,Nixon,jared.nixon@yahoo.com,Atlanta,Occasional Shopper
89180,CUST_89180,Elizabeth,Ruiz,elizabeth.ruiz@yahoo.com,Tulsa,High Value
89181,CUST_89181,Michael,Sims,michael.sims@yahoo.com,Dallas,Churn Risk
89182,CUST_89182,Christopher,Walker,christopher.walker@outlook.com,Sacramento,Online Shopper
89183,CUST_89183,Austin,Carey,austin.carey@outlook.com,Dallas,Churn Risk
89184,CUST_89184,Jessica,Roberts,jessica.roberts@gmail.com,Philadelphia,Deal Seeker
89185,CUST_89185,Raymond,Wright,raymond.wright@gmail.com,Boston,High Value
89186,CUST_89186,Brandon,Gomez,brandon.gomez@gmail.com,Memphis,In-Store Regular
89187,CUST_89187,Mark,Allen,mark.allen@yahoo.com,San Jose,First-time Buyer
89188,CUST_89188,Daniel,Anderson,daniel.anderson@outlook.com,Boston,Occasional Shopper
89189,CUST_89189,Denise,Lewis,denise.lewis@gmail.com,Seattle,Churn Risk
89190,CUST_89190,Emily,Jones,emily.jones@gmail.com,Seattle,Budget Shopper
89191,CUST_89191,Christopher,Lewis,christopher.lewis@yahoo.com,Fresno,Occasional Shopper
89192,CUST_89192,Ashley,Hansen,ashley.hansen@outlook.com,Miami,Premium Shopper
89193,CUST_89193,Kayla,Phillips,kayla.phillips@gmail.com,Columbus,Occasional Shopper
89194,CUST_89194,Kathy,Williams,kathy.williams@yahoo.com,Dallas,In-Store Regular
89195,CUST_89195,Michelle,Gonzalez,michelle.gonzalez@yahoo.com,El Paso,Occasional Shopper
89196,CUST_89196,Steven,Kim,steven.kim@outlook.com,Fort Worth,Online Shopper
89197,CUST_89197,Dan,Esparza,dan.esparza@outlook.com,Charlotte,Budget Shopper
89198,CUST_89198,Adam,Chaney,adam.chaney@outlook.com,Oklahoma City,High Value
89199,CUST_89199,Shawn,Johnson,shawn.johnson@gmail.com,Nashville,In-Store Regular
89200,CUST_89200,Tanner,Pearson,tanner.pearson@outlook.com,Tulsa,Churn Risk
89201,CUST_89201,Samantha,Willis,samantha.willis@outlook.com,Philadelphia,Budget Shopper
89202,CUST_89202,Gabrielle,Rogers,gabrielle.rogers@outlook.com,Dallas,Deal Seeker
89203,CUST_89203,Alexis,Fuller,alexis.fuller@gmail.com,Virginia Beach,Budget Shopper
89204,CUST_89204,Anthony,Blackburn,anthony.blackburn@gmail.com,Seattle,Deal Seeker
89205,CUST_89205,April,Alexander,april.alexander@outlook.com,Louisville,First-time Buyer
89206,CUST_89206,Daniel,Hurley,daniel.hurley@yahoo.com,Dallas,Deal Seeker
89207,CUST_89207,Amanda,Lawson,amanda.lawson@gmail.com,Atlanta,High Value
89208,CUST_89208,Andrea,Gross,andrea.gross@yahoo.com,Las Vegas,First-time Buyer
89209,CUST_89209,David,Carlson,david.carlson@outlook.com,Nashville,Occasional Shopper
89210,CUST_89210,Adam,Haynes,adam.haynes@outlook.com,Las Vegas,First-time Buyer
89211,CUST_89211,Tammy,Thomas,tammy.thomas@gmail.com,Denver,Budget Shopper
89212,CUST_89212,Sheila,Green,sheila.green@gmail.com,Los Angeles,Churn Risk
89213,CUST_89213,John,Preston,john.preston@gmail.com,Baltimore,High Value
89214,CUST_89214,Brian,Nash,brian.nash@gmail.com,Fresno,Loyal Customer
89215,CUST_89215,Eileen,Garcia,eileen.garcia@gmail.com,Mesa,Deal Seeker
89216,CUST_89216,Michael,Wood,michael.wood@gmail.com,Los Angeles,Deal Seeker
89217,CUST_89217,Erik,Yoder,erik.yoder@outlook.com,Mesa,High Value
89218,CUST_89218,Taylor,Anderson,taylor.anderson@yahoo.com,Las Vegas,Deal Seeker
89219,CUST_89219,Raymond,Rivers,raymond.rivers@yahoo.com,Philadelphia,Churn Risk
89220,CUST_89220,Lauren,Richard,lauren.richard@yahoo.com,Nashville,First-time Buyer
89221,CUST_89221,David,Watson,david.watson@yahoo.com,Long Beach,Premium Shopper
89222,CUST_89222,Bryan,Klein,bryan.klein@gmail.com,Raleigh,Online Shopper
89223,CUST_89223,Courtney,Richards,courtney.richards@outlook.com,San Jose,Deal Seeker
89224,CUST_89224,Paul,Schmidt,paul.schmidt@yahoo.com,Oakland,Premium Shopper
89225,CUST_89225,Laura,Morales,laura.morales@outlook.com,Tampa,Budget Shopper
89226,CUST_89226,Nicole,Peterson,nicole.peterson@gmail.com,Oakland,Online Shopper
89227,CUST_89227,Luke,Lewis,luke.lewis@outlook.com,Tampa,Churn Risk
89228,CUST_89228,Michael,Davis,michael.davis@outlook.com,Boston,First-time Buyer
89229,CUST_89229,Richard,Dudley,richard.dudley@outlook.com,Colorado Springs,Loyal Customer
89230,CUST_89230,Raymond,Santos,raymond.santos@gmail.com,New Orleans,Premium Shopper
89231,CUST_89231,Stacey,Estrada,stacey.estrada@yahoo.com,San Jose,High Value
89232,CUST_89232,Daniel,Vincent,daniel.vincent@outlook.com,Raleigh,Loyal Customer
89233,CUST_89233,Guy,Lynch,guy.lynch@outlook.com,Mesa,Deal Seeker
89234,CUST_89234,Gloria,Nixon,gloria.nixon@gmail.com,Milwaukee,High Value
89235,CUST_89235,Christina,Garcia,christina.garcia@outlook.com,Miami,High Value
89236,CUST_89236,David,Ross,david.ross@yahoo.com,Milwaukee,Occasional Shopper
89237,CUST_89237,Denise,Jordan,denise.jordan@outlook.com,San Jose,Churn Risk
89238,CUST_89238,Linda,Peterson,linda.peterson@yahoo.com,Portland,Occasional Shopper
89239,CUST_89239,Javier,Morris,javier.morris@outlook.com,Fresno,High Value
89240,CUST_89240,Brian,Santiago,brian.santiago@yahoo.com,Fresno,In-Store Regular
89241,CUST_89241,Erica,Berry,erica.berry@yahoo.com,Portland,Premium Shopper
89242,CUST_89242,William,Williams,william.williams@outlook.com,Detroit,High Value
89243,CUST_89243,Kathryn,Moreno,kathryn.moreno@outlook.com,Detroit,Deal Seeker
89244,CUST_89244,Shane,George,shane.george@yahoo.com,Raleigh,High Value
89245,CUST_89245,Jennifer,Russell,jennifer.russell@gmail.com,Colorado Springs,Churn Risk
89246,CUST_89246,Tom,Diaz,tom.diaz@gmail.com,Washington,High Value
89247,CUST_89247,Kaylee,Mendoza,kaylee.mendoza@gmail.com,Washington,In-Store Regular
89248,CUST_89248,Marc,Knight,marc.knight@gmail.com,Kansas City,First-time Buyer
89249,CUST_89249,Nancy,Hernandez,nancy.hernandez@outlook.com,Long Beach,High Value
89250,CUST_89250,Rachel,Richmond,rachel.richmond@gmail.com,Las Vegas,Occasional Shopper
89251,CUST_89251,Renee,Odom,renee.odom@yahoo.com,San Francisco,Loyal Customer
89252,CUST_89252,Mark,Mack,mark.mack@outlook.com,Raleigh,Occasional Shopper
89253,CUST_89253,Melissa,Rivas,melissa.rivas@gmail.com,Columbus,Occasional Shopper
